batting_team_enc,bowling_team_enc,venue_enc,over_num,cum_runs,cum_wickets,target,runs_required,balls_remaining,wickets_in_hand,crr,rrr,rrr_crr_delta,batting_team_won,match_id,batting_team,bowling_team,venue
13,1,42,5,73,1,215,142,90,9,14.6,9.466666666666667,-5.133333333333333,1,335990,Rajasthan Royals,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal"
13,1,42,6,82,1,215,133,84,9,13.666666666666666,9.5,-4.166666666666666,1,335990,Rajasthan Royals,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal"
13,1,42,7,98,1,215,117,78,9,14.0,9.0,-5.0,1,335990,Rajasthan Royals,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal"
13,1,42,8,110,1,215,105,72,9,13.75,8.75,-5.0,1,335990,Rajasthan Royals,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal"
13,1,42,9,114,2,215,101,66,8,12.666666666666666,9.181818181818182,-3.4848484848484844,1,335990,Rajasthan Royals,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal"
13,1,42,10,121,2,215,94,60,8,12.1,9.4,-2.6999999999999993,1,335990,Rajasthan Royals,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal"
13,1,42,11,126,3,215,89,54,7,11.454545454545455,9.88888888888889,-1.5656565656565657,1,335990,Rajasthan Royals,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal"
13,1,42,12,134,3,215,81,48,7,11.166666666666666,10.125,-1.041666666666666,1,335990,Rajasthan Royals,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal"
13,1,42,13,139,3,215,76,42,7,10.692307692307692,10.857142857142858,0.16483516483516603,1,335990,Rajasthan Royals,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal"
13,1,42,14,159,3,215,56,36,7,11.357142857142858,9.333333333333334,-2.0238095238095237,1,335990,Rajasthan Royals,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal"
13,1,42,15,176,3,215,39,30,7,11.733333333333333,7.8,-3.9333333333333327,1,335990,Rajasthan Royals,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal"
13,1,42,16,186,3,215,29,24,7,11.625,7.25,-4.375,1,335990,Rajasthan Royals,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal"
13,1,42,17,192,5,215,23,18,5,11.294117647058824,7.666666666666667,-3.6274509803921573,1,335990,Rajasthan Royals,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal"
13,1,42,18,198,7,215,17,12,3,11.0,8.5,-2.5,1,335990,Rajasthan Royals,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal"
10,6,40,0,2,0,183,181,120,10,inf,9.05,-inf,0,335991,Mumbai Indians,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali"
10,6,40,1,14,0,183,169,114,10,14.0,8.894736842105264,-5.105263157894736,0,335991,Mumbai Indians,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali"
10,6,40,2,18,2,183,165,108,8,9.0,9.166666666666666,0.16666666666666607,0,335991,Mumbai Indians,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali"
10,6,40,3,21,2,183,162,102,8,7.0,9.529411764705882,2.5294117647058822,0,335991,Mumbai Indians,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali"
10,6,40,4,34,2,183,149,96,8,8.5,9.3125,0.8125,0,335991,Mumbai Indians,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali"
10,6,40,5,39,2,183,144,90,8,7.8,9.6,1.7999999999999998,0,335991,Mumbai Indians,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali"
10,6,40,6,46,2,183,137,84,8,7.666666666666667,9.785714285714286,2.1190476190476195,0,335991,Mumbai Indians,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali"
10,6,40,7,61,2,183,122,78,8,8.714285714285714,9.384615384615385,0.6703296703296715,0,335991,Mumbai Indians,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali"
